timestamp,load,fuel_mix.coal_and_lignite,fuel_mix.hydro,fuel_mix.nuclear,fuel_mix.power_storage,fuel_mix.solar,fuel_mix.wind,fuel_mix.natural_gas,fuel_mix.other,net_load,price
2017-12-31 18:00:00-06:00,54270.5,16590.312531,85.880154,5115.082542000001,0.0,0.0,4278.441320999999,28016.406046000004,2.1824680000000005,49992.05867900001,33.98
2017-12-31 19:00:00-06:00,53663.083333333336,16332.422482000002,86.38319700000001,5114.672014000001,0.0,0.0,4490.8957740000005,27595.186349,1.8906689999999997,49172.18755933333,24.77
2017-12-31 20:00:00-06:00,52860.916666666664,16209.897747999998,86.053244,5113.39788,0.0,0.0,4580.631285,27082.00981900001,2.06921,48280.285381666676,23.85
2017-12-31 21:00:00-06:00,51983.25,16052.176369,60.774496000000006,5114.752931,0.0,0.0,4551.673173,26530.892685999996,2.195459,47431.576827000004,23.39
2017-12-31 22:00:00-06:00,51194.083333333336,15821.043033000002,20.179702000000006,5111.7486309999995,0.0,0.0,4578.8284650000005,25816.008480999997,1.6218030000000005,46615.25486833334,22.23
2017-12-31 23:00:00-06:00,50745.0,15810.503841999996,24.347680999999998,5110.978097,0.0,0.0,4608.261258000001,25285.243819999992,2.0770699999999995,46136.738741999994,21.61
2018-01-01 00:00:00-06:00,50615.0,15806.625503000001,60.49949899999999,5111.946988999999,0.0,0.0,4632.099123,25122.230912999996,2.1036559999999995,45982.90087700001,27.18
2018-01-01 01:00:00-06:00,50686.833333333336,15903.987676000004,60.624716,5111.708293,0.0,0.0,4528.098740999999,25351.367820999996,1.7124539999999995,46158.73459233334,25.52
2018-01-01 02:00:00-06:00,50861.0,15913.71428,60.310699,5111.5664879999995,0.0,0.0,4536.027183000001,25177.21264,2.239718,46324.97281699998,25.75
2018-01-01 03:00:00-06:00,51325.583333333336,15932.358134000004,60.369606000000005,5109.763895,0.0,0.0,4572.576158999999,25678.390660999998,1.6088870000000002,46753.007174333325,26.76
2018-01-01 04:00:00-06:00,52256.75,15904.127241,60.309479,5110.438985999998,0.0,0.0,4476.322249,26451.298419,1.757122,47780.42775100001,28.07
2018-01-01 05:00:00-06:00,53540.333333333336,15873.442244,60.15067199999999,5111.966942999999,0.0,0.0,4373.411003999999,28088.150086000005,1.8808239999999996,49166.92232933334,30.89
2018-01-01 06:00:00-06:00,54650.5,15772.101350999998,56.39796000000001,5114.181225,0.0,0.0,4187.35538,29759.029525000005,1.8212440000000003,50463.14462000001,36.31
2018-01-01 07:00:00-06:00,55302.0,15945.653609,56.21302400000001,5117.329609000001,0.0,0.486177,3955.514544,30519.245521999994,2.0385950000000004,51345.99927900001,40.51
2018-01-01 08:00:00-06:00,55794.833333333336,16205.723945000003,56.28087200000001,5118.110794000001,0.0,54.292631,3614.871297,30742.083403000008,0.835206,52125.66940533334,58.49
2018-01-01 09:00:00-06:00,56027.583333333336,16104.95207,55.526814,5117.874059999999,0.0,181.77449200000004,3366.2987890000004,30927.208241000004,2.0248340000000002,52479.51005233333,63.78
2018-01-01 10:00:00-06:00,55658.333333333336,16164.934359,55.43418299999999,5117.819449999999,0.0,288.805172,3019.623011,31010.171470999998,1.7919679999999996,52349.90515033333,55.53
2018-01-01 11:00:00-06:00,54768.0,16252.210344000001,55.286717,5117.881567,0.0,441.7443509999999,2543.782144,30999.834198999994,1.5930030000000002,51782.473505,40.9
2018-01-01 12:00:00-06:00,53473.0,16348.721534999999,54.97078200000001,5117.580535,0.0,568.946512,2037.480138,30197.280922,1.5438399999999997,50866.57335,37.15
2018-01-01 13:00:00-06:00,52129.75,16388.213122999998,60.600704,5117.540565999999,0.0,672.688274,2087.8195450000003,28628.367222000004,2.050163,49369.24218099999,34.33
2018-01-01 14:00:00-06:00,51162.833333333336,16386.277183,60.716614000000014,5117.9047980000005,0.0,693.1395780000001,2214.9786710000003,27232.761362999998,2.1445100000000004,48254.715084333344,33.68
2018-01-01 15:00:00-06:00,51024.166666666664,16436.318811,60.96079199999999,5118.751869000001,0.0,638.036731,2085.30242,26772.475463999992,1.3191339999999998,48300.827515666664,32.53
2018-01-01 16:00:00-06:00,52575.0,16451.574708,86.74658199999999,5118.8104840000005,0.0,488.3510549999999,1888.4488089999998,27692.428327,2.2499139999999995,50198.20013600001,34.77
2018-01-01 17:00:00-06:00,55419.083333333336,16410.226351,87.50381600000001,5118.954,0.0,86.00173200000002,1685.7281,31194.553383000006,-0.19875199999999996,53647.35350133333,53.82
2018-01-01 18:00:00-06:00,57146.333333333336,16459.513931999998,119.14534100000002,5119.218065,0.0,0.0,1893.917221,33585.921120000006,-0.5735720000000001,55252.416112333325,66.19
2018-01-01 19:00:00-06:00,57299.833333333336,16422.127546000003,86.60116900000001,5118.9943650000005,0.0,0.0,2202.165887,33631.025268000005,-0.5300630000000001,55097.66744633333,61.45
2018-01-01 20:00:00-06:00,56885.5,16474.973097,86.449911,5118.409814,0.0,0.0,2549.6307510000006,33149.429146,-0.6358490000000001,54335.869249,54.56
2018-01-01 21:00:00-06:00,55543.333333333336,16601.150309999994,62.673317999999995,5118.242761,0.0,0.0,2958.5239269999997,31773.178076,-0.5585100000000002,52584.809406333334,43.43
2018-01-01 22:00:00-06:00,53651.0,16555.188327,61.007006,5118.573867,0.0,0.0,3431.0372559999996,29674.774822000003,-0.5636800000000001,50219.962744,41.68
2018-01-01 23:00:00-06:00,52001.5,16544.199349,60.997131999999986,5117.717561,0.0,0.0,3557.364852,27667.626641,-0.5721890000000001,48444.135148,35.75
2018-01-02 00:00:00-06:00,50920.25,16497.985685000003,60.746312999999994,5118.306638000001,0.0,0.0,3389.7632059999996,26828.092824000003,-0.5465220000000001,47530.486794000004,36.03
2018-01-02 01:00:00-06:00,50399.25,16295.591533,60.708072000000016,5118.0942860000005,0.0,0.0,3124.5033390000003,26491.977788999997,-0.5894290000000001,47274.746661000005,32.24
2018-01-02 02:00:00-06:00,50301.666666666664,16314.087910999997,60.537259,5118.608072999999,0.0,0.0,3122.2149800000007,26397.57432799999,0.449572,47179.451686666675,33.11
2018-01-02 03:00:00-06:00,50751.0,16308.522000000003,57.83633100000001,5118.4638079999995,0.0,0.0,2971.1135009999994,26712.384833000004,1.2658060000000002,47779.88649899999,35.53
2018-01-02 04:00:00-06:00,52151.5,16290.988303,54.669398,5119.042859999999,0.0,0.0,2777.0902330000004,27615.516963000002,1.580216,49374.409767000005,48.61
2018-01-02 05:00:00-06:00,54569.166666666664,16268.585185999998,54.664852,5119.075779999999,0.0,0.0,2479.242307,29594.571212,1.6505159999999999,52089.92435966666,55.0
2018-01-02 06:00:00-06:00,56869.0,16123.550223999999,54.753524999999996,5118.726454000001,0.0,0.0,2217.6153769999996,32758.526551,1.9502180000000002,54651.384623,169.16
2018-01-02 07:00:00-06:00,58035.75,16100.293577000002,107.643116,5118.880362999999,0.0,0.26873,2126.1397039999997,34536.97831599999,1.751485,55909.341565999996,191.56
2018-01-02 08:00:00-06:00,58617.75,16299.322771999998,67.000322,5119.250478000001,0.0,37.638827000000006,2010.2598860000005,35057.004380000006,1.870499,56569.851287000005,120.31
